,,time_point,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,1H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,2H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,6H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,12H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,24H,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,4D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,5D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,6D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D,7D
,,treatment,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,low,high,high,high,high,high,high,control,control,control,control,control,control,low,low,low,low,low,high,high,high,high,high,high
KEGG,HMDB,mz,C01_1H,C02_1H,C03_1H,C04_1H,C05_1H,C06_1H,L01_1H,L02_1H,L03_1H,L04_1H,L05_1H,L06_1H,H01_1H,H02_1H,H03_1H,H04_1H,H05_1H,H06_1H,C01_2H,C02_2H,C03_2H,C04_2H,C05_2H,C06_2H,L01_2H,L02_2H,L03_2H,L04_2H,L05_2H,L06_2H,H01_2H,H02_2H,H03_2H,H04_2H,H05_2H,H06_2H,C01_6H,C02_6H,C03_6H,C04_6H,C05_6H,C06_6H,L01_6H,L02_6H,L03_6H,L04_6H,L05_6H,L06_6H,H01_6H,H02_6H,H03_6H,H04_6H,H05_6H,H06_6H,C01_12H,C02_12H,C03_12H,C04_12H,C05_12H,C06_12H,L01_12H,L02_12H,L03_12H,L04_12H,L05_12H,L06_12H,H01_12H,H03_12H,H04_12H,H05_12H,H06_12H,C01_24H,C02_24H,C03_24H,C04_24H,C05_24H,C06_24H,L01_24H,L02_24H,L03_24H,L04_24H,L05_24H,L06_24H,H01_24H,H02_24H,H03_24H,H04_24H,H05_24H,H06_24H,C01_4D,C02_4D,C03_4D,C04_4D,C05_4D,C06_4D,L01_4D,L02_4D,L03_4D,L04_4D,L05_4D,L06_4D,H01_4D,H02_4D,H03_4D,H04_4D,H05_4D,H06_4D,C01_5D,C02_5D,C03_5D,C04_5D,C05_5D,C06_5D,L01_5D,L02_5D,L03_5D,L04_5D,L05_5D,L06_5D,H01_5D,H02_5D,H03_5D,H04_5D,H05_5D,H06_5D,C01_6D,C02_6D,C03_6D,C04_6D,C05_6D,C06_6D,L01_6D,L02_6D,L03_6D,L04_6D,L05_6D,L06_6D,H01_6D,H02_6D,H03_6D,H04_6D,H05_6D,H06_6D,C01_7D,C02_7D,C03_7D,C04_7D,C05_7D,C06_7D,L01_7D,L02_7D,L03_7D,L05_7D,L06_7D,H01_7D,H02_7D,H03_7D,H04_7D,H05_7D,H06_7D
,,74.0246,14.82924553,14.8157182,14.83326045,14.05241715,16.08728725,14.86187828,15.11075043,15.76423255,14.73223961,15.15415476,15.46025757,15.65304092,15.19105752,15.42655111,14.97398829,15.67504813,15.61318585,15.4352551,15.24238312,14.75181679,14.98862986,15.02865736,15.0682295,14.49879283,15.31530295,15.5871008,15.33089514,15.23714796,15.37796195,14.68053634,16.00006902,15.50708686,15.33265909,14.93295642,15.5393929,15.57517506,15.20760517,14.59708233,14.6637449,14.97736179,14.93179118,15.08929844,14.70737989,15.22891474,15.00870239,14.72777185,15.25039885,15.40065213,14.44212391,15.07583625,15.39990078,14.64187125,14.11679057,14.73288791,15.05022409,15.56592091,15.18094039,14.85150185,15.33207955,14.75224013,15.67263252,14.38625505,15.57594755,14.89566799,14.51406195,14.81102134,15.19443749,15.48408484,15.20442929,15.15331145,14.43428454,15.14454295,15.61609666,15.81330937,15.24635123,14.9989713,15.0331226,15.06158736,14.78014225,15.06999101,15.22452087,15.07317319,15.46790963,15.07253534,15.89608554,15.29471111,15.45819859,15.04381732,16.60159693,14.95178445,15.3787643,15.19621408,14.71898594,14.4065923,15.65749506,14.51669616,15.82788006,14.90104877,14.07854911,16.1395064,14.60946745,14.40583039,14.58105226,14.99528599,14.27850902,15.12368686,15.04568689,15.34222154,15.39587435,15.50501476,15.20660827,15.29674753,14.66261714,15.45366531,16.54641815,16.58184471,16.78287109,16.59941575,16.1092161,16.0537688,16.42895491,16.23489267,16.09050376,15.80670817,16.23474815,17.82100882,17.25576225,18.04011048,18.28443667,17.6875725,16.98245558,17.31545492,18.08260763,17.89541416,17.85335864,17.73202049,17.66269542,16.44598383,16.52549636,16.98856923,17.70962902,18.44426389,16.07836054,16.80872958,16.89677175,17.14615159,16.78117358,16.78849718,16.91666392,17.27490727,16.16581324,16.72503278,15.41962583,16.63498753,15.05736236,15.2794629,15.59309685,16.64576787,16.34343932,15.33634177
,,85.02924,14.12727998,14.12079259,14.59612713,14.09740504,13.61620223,13.88316742,14.40782147,13.95940073,14.3306309,14.1821554,14.06264121,15.39132409,14.50181701,14.80784076,14.4117121,14.40787902,14.98930779,14.45126329,14.66116976,14.25312439,14.45615081,13.93087831,14.36521723,13.99103423,14.40465049,14.75458881,14.04666276,13.34169782,14.46371029,14.89289219,14.5163797,14.80178432,14.28796227,14.63753425,14.28807843,14.83594064,14.76689172,14.93264923,14.69658656,13.61546706,14.1383271,14.55326351,14.60970146,14.65997342,14.18063081,14.79878018,14.77260689,14.10658268,14.52334171,14.5680524,14.25986206,14.33345782,14.58817735,13.47067388,14.51505452,15.16327513,14.5114361,13.64204114,13.65828319,13.19317409,15.33640036,14.32274248,14.4118087,14.37054779,13.48403324,13.39148543,14.72263906,14.79300484,14.59606081,15.34202959,13.25550522,14.53743693,14.66022911,14.88760132,14.55689643,13.78699558,12.9991292,13.30551247,14.1475442,14.37409681,14.25703112,13.92992847,14.20318043,14.6431396,14.73498897,14.46230813,13.79450893,14.5956363,15.68356091,14.12975737,14.15846656,14.39703922,14.04593475,14.17895505,12.89692112,14.14791092,14.48461792,14.35520497,14.42125013,13.4053129,13.45493328,14.27292767,13.660642,14.13118052,14.14373284,13.32133778,13.55590452,14.04079941,13.9057638,13.85891863,13.72252544,13.44337245,13.59067103,14.83983235,13.15059695,13.96861156,13.30895208,12.64756485,14.26748147,14.62068931,14.08250527,14.09450659,13.31281213,13.75178451,12.28274494,13.48692809,13.80430067,13.71318397,13.43184818,13.21919869,13.15471781,13.50696698,13.30713921,11.81173589,13.85670843,13.98529192,13.73502781,13.62360412,14.24517638,13.35002073,14.59547723,13.28277097,13.32154097,13.76034425,13.02851042,14.20864789,13.00842941,14.06462122,13.59688587,13.68687561,13.2964843,13.65515456,13.11873784,13.49988781,14.47131533,14.39576372,14.32065887,13.38213714,14.20847807,13.14767123
,,88.04013,14.7940953,15.44458829,15.44187547,14.42803452,16.04420469,15.46162172,15.70191077,15.94446376,15.52945577,15.616802,16.19039929,16.02474092,16.67663158,15.34466468,15.30336701,16.34113931,15.69743376,15.97497829,15.88542551,15.54234045,15.47403524,15.57550301,15.51156622,15.1848492,15.6997774,16.17415896,15.50732507,15.63315895,15.9010586,14.9344513,16.49230779,16.10163451,15.88350548,15.07960154,16.06244201,15.92526271,15.62136757,14.81149308,15.21994233,15.73225845,15.08250256,15.51831568,15.37044226,15.41872107,15.14815137,15.5739341,15.85981302,15.75525489,14.81568848,15.22044061,15.67319117,15.26401583,15.02284508,15.44037884,15.5553342,15.82296218,15.63802006,15.58991015,15.04874509,14.90472872,16.10886228,16.72511831,15.93193612,16.81369119,16.316629,16.47208222,15.35535248,15.89587765,16.52439743,16.3311544,15.63376783,16.23677604,16.75772648,17.11168161,16.72316095,15.8562566,16.5647003,16.30307913,16.01136326,16.44166707,16.44620569,16.50168614,16.81760093,16.54541738,17.2073647,16.79517527,17.02450553,16.38563211,16.7524909,15.81495883,16.35563615,15.93600972,15.70122934,15.53766858,16.08277972,15.35596074,16.54396248,16.00756168,15.0972739,17.01004665,15.38162766,15.12806293,15.75315409,15.30100438,15.45138104,15.52782519,16.27623881,16.02577104,16.00177811,16.0141695,16.26414969,16.30930728,15.51898872,16.23456113,17.15408186,16.91628276,17.1663954,16.92107965,16.4660572,16.52687403,16.99593678,16.84657736,16.51186893,16.3304534,16.79059241,17.53781422,17.2560066,17.76008747,17.94465088,17.37998208,16.91308035,16.96627959,18.54456178,17.90903902,18.00305677,17.79964135,17.34518632,16.73546614,16.84082902,17.43502791,17.77310788,19.3320826,16.66414947,16.50585795,16.27285112,16.7618432,16.43706011,16.51570832,16.62556541,16.99693968,16.57411038,16.56785056,16.09050457,16.42714402,15.74170585,16.2737581,15.99509632,16.32060517,16.05599855,15.94669818
,,88.04066,14.04164199,14.90404908,14.30836511,14.27365385,13.69631656,14.34886601,14.35619526,14.8729018,14.50712944,14.59587919,14.24569677,14.2304833,14.36510705,15.03406117,14.79030973,14.25748216,15.02762577,13.9035099,14.70133607,14.56375466,14.56057438,14.20786995,14.92755239,14.43734684,15.31991554,14.33658236,13.32084597,14.08765018,14.32784659,14.69110187,14.72477748,14.3961404,13.67045556,14.7207994,14.34039542,14.26687966,14.92341904,14.15834297,14.92685451,14.17091416,14.82097778,14.9220898,14.56547731,15.0630873,14.78547054,14.8782192,15.11660793,14.89608119,14.36174842,14.4986219,14.81871989,14.50889732,14.08729119,13.37645248,15.23006314,14.54406975,13.83045243,14.85080401,14.78586697,14.47607935,14.98297131,15.39536308,14.89065375,15.22633356,14.70255467,14.64958284,14.36545203,14.53716882,15.13063551,13.89039112,14.45512447,15.02902758,15.10062872,15.41322994,15.13615836,14.3126593,14.75462732,14.402198,14.00343728,14.5247116,14.56713837,14.78681044,15.29677782,14.44237997,15.25752208,14.77204397,15.31614517,14.6492657,15.0082525,13.30347503,14.41745035,14.76300036,14.6474749,13.19705484,14.11422473,14.96422147,14.40426021,13.75633473,13.69493833,15.31470899,13.84673048,14.46477612,13.88527304,14.80558794,13.44807156,14.72549971,14.51761291,14.02225418,13.74419836,14.27710465,14.27792253,14.34046879,13.82832068,14.25170904,15.41331873,14.95750204,15.16675436,15.19779073,14.63035023,14.87152638,15.29816719,14.91513029,14.77717333,14.55710581,15.20145132,15.75046301,15.5560411,16.27353007,16.33076597,15.63806113,15.18963036,15.23570732,16.88307081,16.06125204,16.4370102,16.19399131,15.56553925,14.92701583,14.6764214,15.69060659,15.97472986,17.64584178,14.75814058,14.62898014,14.34024707,15.22754818,14.74676344,14.82476085,15.0441844,15.46807589,14.64941675,15.0465822,14.34302087,14.85513096,14.74116829,14.49024423,14.02598621,14.81787494,14.43046646,14.23593078
,,90.02746,14.1609505,14.81412919,13.874164,13.93424693,14.91441644,13.12039567,15.04044144,15.12947893,14.47845229,13.73848299,14.8155907,14.28521272,14.65777035,15.17871814,13.5316928,14.37141233,13.87664174,14.37489488,15.03358717,14.3073613,14.48766753,13.11326023,14.18759901,14.26021469,13.77194296,14.92827385,14.63119357,14.55271119,14.51143473,13.31642468,14.79350955,14.62463284,14.3035001,15.01808697,13.49149411,15.12527483,14.93291097,14.9184366,15.31620866,14.79016696,13.60241094,14.71273639,14.42904222,15.17692128,13.14044449,14.85252915,13.73608349,14.46241253,14.58548099,14.56623718,15.85201214,13.50603665,14.41739031,14.04250015,14.0099728,14.58131203,14.91934677,14.32956775,14.0275499,14.42611292,16.22199006,16.92783423,16.13130082,16.3201579,15.73496476,15.53388246,14.63861015,15.68165433,15.44368373,16.49347605,15.02632735,15.24755643,13.9376482,14.82037585,15.17229685,15.38895665,13.60392821,14.76850753,13.35976431,14.42377236,13.89955943,14.05488342,14.1338366,14.60989367,13.91374654,13.53171647,13.14984852,13.33487945,14.35533811,14.10192622,13.55626237,14.43199253,14.08656263,14.39049954,13.49170352,14.40168121,14.7152415,13.80997105,12.79339553,14.19739883,14.45683542,14.33112438,14.69668731,14.18658816,13.23556427,14.40380283,14.42745735,14.23253326,13.95270311,13.92853457,15.01611588,12.8329927,14.2936987,14.39661826,14.10583913,13.99080882,14.32826094,13.61800682,14.36529589,14.47767574,14.42604679,14.14111875,15.09515379,13.35002689,14.54915838,14.06821903,13.79751411,14.08035338,13.36755195,13.58929843,12.18011669,13.5730345,14.55435221,13.52285148,13.93647277,13.1423921,13.8572045,14.61413002,14.99889212,13.99112087,14.20443296,15.38964212,14.67610673,13.77598408,12.63776738,14.49149131,13.71982479,14.02056679,13.38504975,12.89676186,13.70638784,14.40505454,13.26690488,13.78690148,14.46340006,13.68895127,13.87872995,13.79632539,13.39042553,14.18411689
,,99.00603,17.21818723,16.2445834,17.29507615,17.2967313,17.32284547,17.36368253,16.87565351,16.63113465,16.78358234,17.03932495,17.15239285,17.38629474,17.09105074,16.82389689,17.44035073,17.23283268,16.70421736,16.52565516,16.59515004,16.51057463,17.0339952,17.09379684,16.78844848,17.70230717,15.99384345,16.6525318,17.18628758,17.35309672,16.92887819,17.00398986,17.09039041,16.6402301,17.39825632,17.15734883,16.66042059,17.19389915,16.70195396,17.07334959,16.5023739,17.05304552,16.36504731,16.93376655,16.27858831,17.08116274,17.14674595,16.86639951,16.9087749,17.17754833,17.14683973,16.37733578,17.00339685,16.89180366,17.18355019,17.18156505,16.64874874,17.10908973,16.81300401,16.94421837,16.96571574,17.04344331,16.67277821,16.6452381,16.52809444,17.53827634,17.21884648,16.92413226,16.68139339,17.20509941,17.67395312,16.98464263,17.58212306,16.64607516,16.72167151,16.95980455,17.73064128,17.18759744,17.17399794,15.89345468,17.29319477,17.23190125,16.73639047,16.82022639,16.21176123,16.20567999,16.89430742,16.94380205,16.88769155,17.10868804,16.17855994,16.57322096,16.77529161,16.77754157,17.63097133,17.24908431,16.74473105,16.80077416,16.24568315,16.54796507,17.22268755,16.67448831,16.90020785,16.96230007,16.69674162,16.67704469,17.20806939,16.98021206,17.52318023,16.27313061,17.11804907,17.12744947,16.66161254,17.01766097,17.07660083,16.97013813,16.99976681,16.25185238,15.48242392,16.56470962,16.73392583,16.07106893,16.99737387,16.44849965,15.82096207,16.88390731,16.78793348,16.70168845,16.12651894,16.40503277,16.76640731,16.20442213,16.75487829,16.06446061,17.56207562,16.57706128,16.66808475,16.45120358,16.46515773,16.96621376,17.18023912,16.90994833,17.48319863,16.90548224,16.33911258,15.95808967,15.646908,16.28673369,16.41762444,16.70166062,16.05184388,15.98112201,16.62160264,15.38015669,17.24459085,16.7661455,17.03085124,16.5291625,16.37771968,17.04144375,16.44493028,16.42235268
,,99.0066,16.01982647,14.86821104,15.8820989,15.92686736,16.12181799,16.17812822,15.45935302,15.05435862,15.4663198,15.74278336,15.84592264,15.97339355,15.64205013,15.69488976,15.84354982,15.72466803,15.29796311,15.33740415,14.64888111,15.30924117,15.66564438,15.74987092,15.41441817,16.41400738,14.71681389,15.35670511,15.88143865,16.08926225,15.64669132,15.19282671,15.83820165,15.49254939,16.23331134,15.63301784,15.63933051,15.99100373,15.38402096,15.68287969,15.31745715,15.78346977,15.01350086,15.56431347,15.34385901,15.86188145,15.93118026,15.53146326,15.70691047,15.62040157,15.71811484,14.65451252,15.80763362,15.66777499,15.92249997,16.01699503,14.91069477,15.99561778,15.62905044,15.75104586,15.84355712,15.59852327,15.08957753,15.732425,15.5451555,16.37880799,15.78615758,15.40597646,15.29338539,15.76076234,16.60378556,15.63546541,16.46215013,15.41871702,15.52994504,15.51923785,16.66231483,16.05786506,15.93238914,14.58432056,16.05774283,15.93835537,15.3893587,15.76738269,14.93658586,14.92223079,15.34536249,15.74081405,15.70238983,15.68200178,14.85195962,15.04378278,15.42024296,15.44875806,16.48479346,16.08742156,15.34484238,15.44753024,14.32979824,15.31129722,16.04770233,15.6386902,15.63071878,15.79772604,15.40570974,14.95717265,16.0404331,15.61216823,16.53916117,15.27736201,15.57140323,15.62653438,15.35566114,15.6419714,15.83701344,15.73626269,15.65140146,14.90231226,13.97313161,15.26691337,15.26021452,14.70786534,15.90289738,14.58013992,14.62352296,15.64006558,15.7252308,15.26440125,14.46118183,15.34626247,15.60717163,14.90689581,15.35039719,14.48893562,16.16284258,15.0888279,15.60771681,15.21469301,15.34061667,15.56422464,16.04606867,15.71065102,16.0514016,15.12132117,15.03005548,14.78075899,14.08084503,15.26152087,15.03461529,15.32129702,14.92113061,14.95463743,15.29332137,14.29315647,16.16899072,15.65901851,15.69643489,15.27803953,15.0824146,15.95206225,15.07289866,15.1002219
C00188;C00263;C00820;C02115;C03678;C05519;C06244;C06735;C11108;C11489;C12317,HMDB0000167;HMDB0000719;HMDB0001122;HMDB0003656;HMDB0004041;HMDB0031645;HMDB0060587;HMDB0061148;HMDB0061877,118.05077,16.14467604,16.32511359,16.54456191,17.12541849,16.8385882,16.45690113,17.06220632,16.8001838,16.68702816,17.08135165,17.36630051,16.81489921,16.98257904,16.72466097,16.75186193,17.16335915,17.15648073,16.69527273,17.35346581,16.60011438,16.8865924,16.97190085,17.32700382,16.70467414,17.06673097,17.27704266,17.05077704,17.00579792,16.99560704,16.61441926,17.32788641,17.06693036,16.92763425,16.45682338,17.10675488,17.01987445,16.75195605,14.36381592,16.44674783,16.70442369,16.480006,16.67920607,16.44675333,16.88359398,16.15610731,16.80301855,16.88364879,17.00517731,15.36905297,16.69419015,16.52608414,16.51741037,15.77058003,16.42060912,16.9827635,17.36739091,17.18603293,16.97890515,16.81715727,16.41936406,17.08374029,16.3642749,16.72493615,16.41377841,16.44602843,16.86914982,15.39413262,15.72539639,16.94498782,13.9374128,15.64268135,16.44988287,16.94433024,17.31831938,16.39798435,15.98031998,16.50096932,16.57796086,16.2776535,16.59135637,16.44444829,16.66497025,17.22599555,16.61331469,17.57766053,16.65383521,17.3223554,16.9385333,16.89680421,16.56689717,17.31836286,17.36926376,16.6099936,17.54716695,17.82824783,15.83281987,17.87225611,16.66968064,14.02883073,18.26914479,15.64364958,16.47806423,16.23859732,16.72488943,13.92862424,16.45574166,16.26032298,17.44162174,17.93945915,17.31014445,17.14781385,17.54426846,16.64433879,16.95834333,18.73375764,18.81584032,19.71627598,18.86427004,18.45791932,18.3190757,18.46447729,18.53550231,17.87083406,17.77362023,18.25652373,20.90120219,20.46505377,20.85766512,20.74684789,20.44502071,19.8209315,20.13199636,20.41698392,20.42292104,20.43841374,19.80910175,20.12977805,19.17964608,18.91172389,19.31107682,20.38626635,20.25320099,18.50654563,20.11645591,19.88744437,20.10860473,19.5531092,19.13882035,19.74699373,20.06586055,19.2043588,19.95083929,17.27079519,19.13459844,17.42794152,18.09370455,18.53452808,19.66637913,19.0308208,17.87762981
